"est","lower","upper","pvalue","measure","study"
1,0.164218134906481,4.44718429036289,1,"Acinetobacter","burns"
1,0.164218134906481,4.44718429036289,1,"Actinomyces","burns"
NA,NA,NA,NA,"Aeromonas","burns"
2,0.407845815458212,11.8587925305167,0.414216178242525,"Alistipes","burns"
2,0.407845815458212,11.8587925305167,0.414216178242525,"Alloprevotella","burns"
1,0.164218134906481,4.44718429036289,1,"Anaerococcus","burns"
1,0.164218134906481,4.44718429036289,1,"Anaerostipes","burns"
NA,NA,NA,NA,"Anaerovorax","burns"
0.5,0.0843256172520628,2.45190697586666,0.414216178242525,"Bacteroides","burns"
0.5,0.0843256172520628,2.45190697586666,0.414216178242525,"Barnesiella","burns"
NA,NA,NA,NA,"Bilophila","burns"
2.5,0.430875409621079,8.50189948607252,0.273321678292298,"Blautia","burns"
NA,NA,NA,NA,"Bradyrhizobium","burns"
NA,NA,NA,NA,"Brevundimonas","burns"
NA,NA,NA,NA,"Butyricimonas","burns"
2.5,0.430875409621079,8.50189948607252,0.273321678292298,"Campylobacter","burns"
0.5,0.0843256172520628,2.45190697586666,0.414216178242525,"Clostridium_IV","burns"
NA,NA,NA,NA,"Clostridium_sensu_stricto","burns"
1,0.164218134906481,4.44718429036289,1,"Clostridium_XI","burns"
1,0.164218134906481,4.44718429036289,1,"Clostridium_XlVa","burns"
1,0.164218134906481,4.44718429036289,1,"Clostridium_XlVb","burns"
NA,NA,NA,NA,"Clostridium_XVIII","burns"
2.5,0.430875409621079,8.50189948607252,0.273321678292298,"Coprococcus","burns"
0.5,0.0843256172520628,2.45190697586666,0.414216178242525,"Corynebacterium","burns"
2,0.407845815458212,11.8587925305167,0.414216178242525,"Dialister","burns"
0.5,0.0843256172520628,2.45190697586666,0.414216178242525,"Dorea","burns"
2.5,0.430875409621079,8.50189948607252,0.273321678292298,"Eggerthella","burns"
NA,NA,NA,NA,"Eikenella","burns"
NA,NA,NA,NA,"Enhydrobacter","burns"
NA,NA,NA,NA,"Enterococcus","burns"
1,0.164218134906481,4.44718429036289,1,"Finegoldia","burns"
NA,NA,NA,NA,"Flavonifractor","burns"
2,0.407845815458212,11.8587925305167,0.414216178242525,"Fusobacterium","burns"
0.5,0.0843256172520628,2.45190697586666,0.414216178242525,"Gemella","burns"
2.5,0.430875409621079,8.50189948607252,0.273321678292298,"Haemophilus","burns"
NA,NA,NA,NA,"Herbaspirillum","burns"
NA,NA,NA,NA,"Lachnoanaerobaculum","burns"
2,0.407845815458212,11.8587925305167,0.414216178242525,"Lactobacillus","burns"
2.5,0.430875409621079,8.50189948607252,0.273321678292298,"Lactococcus","burns"
NA,NA,NA,NA,"Leptotrichia","burns"
2.5,0.430875409621079,8.50189948607252,0.273321678292298,"Leuconostoc","burns"
2.5,0.430875409621079,8.50189948607252,0.273321678292298,"Mobiluncus","burns"
0,0,2.09588001088131,0.273321678292298,"Mogibacterium","burns"
1,0.164218134906481,4.44718429036289,1,"Odoribacter","burns"
1,0.164218134906481,4.44718429036289,1,"Oscillibacter","burns"
0.5,0.0843256172520628,2.45190697586666,0.414216178242525,"Parabacteroides","burns"
NA,NA,NA,NA,"Paraprevotella","burns"
0,0,2.09588001088131,0.273321678292298,"Parasutterella","burns"
0.5,0.0843256172520628,2.45190697586666,0.414216178242525,"Parvimonas","burns"
0.5,0.0843256172520628,2.45190697586666,0.414216178242525,"Peptoniphilus","burns"
1,0.164218134906481,4.44718429036289,1,"Peptostreptococcus","burns"
2,0.407845815458212,11.8587925305167,0.414216178242525,"Porphyromonas","burns"
1,0.164218134906481,4.44718429036289,1,"Prevotella","burns"
2,0.407845815458212,11.8587925305167,0.414216178242525,"Propionibacterium","burns"
NA,NA,NA,NA,"Pyramidobacter","burns"
0,0,2.09588001088131,0.273321678292298,"Roseburia","burns"
2.5,0.430875409621079,8.50189948607252,0.273321678292298,"Ruminococcus","burns"
1,0.164218134906481,4.44718429036289,1,"Ruminococcus2","burns"
2.5,0.430875409621079,8.50189948607252,0.273321678292298,"Sphingomonas","burns"
0.5,0.0843256172520628,2.45190697586666,0.414216178242525,"Streptococcus","burns"
0.5,0.0843256172520628,2.45190697586666,0.414216178242525,"Subdoligranulum","burns"
0.5,0.0843256172520628,2.45190697586666,0.414216178242525,"Sutterella","burns"
2.5,0.430875409621079,8.50189948607252,0.273321678292298,"Veillonella","burns"
0.711111111111111,0.277488824421192,1.56599944732035,0.42011267955064,"Acinetobacter","dejea"
2.44444444444444,1.1245036675966,4.29999958527238,0.029687924523298,"Actinomyces","dejea"
0.277777777777778,0.0489727037557523,1.04600563885777,0.0626173742147873,"Aeromonas","dejea"
1.16666666666667,0.536402497611178,2.60338831999149,0.694886602372473,"Alistipes","dejea"
0.763636363636364,0.214170956952653,1.81952384668777,0.618756591300427,"Alloprevotella","dejea"
2.18181818181818,0.704829118466802,3.58534306619041,0.141031640520716,"Anaerococcus","dejea"
1.6,0.735259757047958,3.75943164512243,0.239316541221495,"Anaerostipes","dejea"
1.48148148148148,0.604069489675671,2.93651735976883,0.351879772106333,"Anaerovorax","dejea"
0.857142857142857,0.384114806201203,1.8642717072598,0.694886602372473,"Bacteroides","dejea"
1,0.39449528106949,2.11949465517662,1,"Barnesiella","dejea"
1.48148148148148,0.604069489675671,2.93651735976883,0.351879772106333,"Bilophila","dejea"
1.16666666666667,0.536402497611178,2.60338831999149,0.694886602372473,"Blautia","dejea"
0.606060606060606,0.168334466886616,1.5304041270354,0.351879772106333,"Bradyrhizobium","dejea"
0.839506172839506,0.328799738829368,1.81880790252262,0.680169901239008,"Brevundimonas","dejea"
1.18055555555556,0.505775114134869,2.47377431150485,0.680169901239008,"Butyricimonas","dejea"
2.3,0.930195444471268,3.90097220926118,0.0655410821530713,"Campylobacter","dejea"
1.36111111111111,0.625417671644783,3.0227209350955,0.431401416947178,"Clostridium_IV","dejea"
0.638888888888889,0.114659437804036,1.82471516407703,0.539314576119204,"Clostridium_sensu_stricto","dejea"
1.36111111111111,0.625417671644783,3.0227209350955,0.431401416947178,"Clostridium_XI","dejea"
2.25,1.00046975935466,5.74484558538914,0.049860203756907,"Clostridium_XlVa","dejea"
1.6,0.735259757047958,3.75943164512243,0.239316541221495,"Clostridium_XlVb","dejea"
1.36111111111111,0.625417671644783,3.0227209350955,0.431401416947178,"Clostridium_XVIII","dejea"
1,0.285315021128989,2.19852402054927,1,"Coprococcus","dejea"
0,0,1.71726170309032,0.307821471908843,"Corynebacterium","dejea"
1.16666666666667,0.536402497611178,2.60338831999149,0.694886602372473,"Dialister","dejea"
1.6,0.735259757047958,3.75943164512243,0.239316541221495,"Dorea","dejea"
1.48148148148148,0.604069489675671,2.93651735976883,0.351879772106333,"Eggerthella","dejea"
2.08333333333333,0.416501473414249,3.32986073765863,0.307821471908843,"Eikenella","dejea"
0.493506493506493,0.136303351703369,1.30114575613441,0.184699559516488,"Enhydrobacter","dejea"
0,0,1.71726170309032,0.307821471908843,"Enterococcus","dejea"
2.18181818181818,0.704829118466802,3.58534306619041,0.141031640520716,"Finegoldia","dejea"
1.6,0.735259757047958,3.75943164512243,0.239316541221495,"Flavonifractor","dejea"
2.25,1.00046975935466,5.74484558538914,0.049860203756907,"Fusobacterium","dejea"
2.18181818181818,1.00990088786131,5.0601318426789,0.047167767768854,"Gemella","dejea"
0,0,1.71726170309032,0.307821471908843,"Haemophilus","dejea"
0,0,1.07207149575272,0.0655410821530713,"Herbaspirillum","dejea"
1.65,0.611753497081654,3.10574246360925,0.276986160507584,"Lachnoanaerobaculum","dejea"
0.638888888888889,0.114659437804036,1.82471516407703,0.539314576119204,"Lactobacillus","dejea"
0.857142857142857,0.384114806201203,1.8642717072598,0.694886602372473,"Lactococcus","dejea"
1.92857142857143,0.894514360994641,3.95724579097236,0.0891924184920865,"Leptotrichia","dejea"
0.711111111111111,0.277488824421192,1.56599944732035,0.42011267955064,"Leuconostoc","dejea"
1,0.183591751487634,2.32149757247062,1,"Mobiluncus","dejea"
2.18181818181818,0.704829118466802,3.58534306619041,0.141031640520716,"Mogibacterium","dejea"
1,0.447315892211378,2.16590759606001,1,"Odoribacter","dejea"
1.16666666666667,0.536402497611178,2.60338831999149,0.694886602372473,"Oscillibacter","dejea"
0.625,0.265997654538405,1.36006355633411,0.239316541221495,"Parabacteroides","dejea"
0.638888888888889,0.114659437804036,1.82471516407703,0.539314576119204,"Paraprevotella","dejea"
1.16883116883117,0.523585238671805,2.51240009403541,0.691398336135107,"Parasutterella","dejea"
1.61904761904762,0.736963103669582,3.3894265241814,0.216200749837258,"Parvimonas","dejea"
2.18181818181818,0.704829118466802,3.58534306619041,0.141031640520716,"Peptoniphilus","dejea"
2.18181818181818,1.00990088786131,5.0601318426789,0.047167767768854,"Peptostreptococcus","dejea"
1.26,0.450194476003783,2.55400326114512,0.618756591300427,"Porphyromonas","dejea"
1.16666666666667,0.536402497611178,2.60338831999149,0.694886602372473,"Prevotella","dejea"
0.711111111111111,0.277488824421192,1.56599944732035,0.42011267955064,"Propionibacterium","dejea"
0.638888888888889,0.114659437804036,1.82471516407703,0.539314576119204,"Pyramidobacter","dejea"
0.857142857142857,0.384114806201203,1.8642717072598,0.694886602372473,"Roseburia","dejea"
0,0,1.71726170309032,0.307821471908843,"Ruminococcus","dejea"
1.6,0.735259757047958,3.75943164512243,0.239316541221495,"Ruminococcus2","dejea"
1.16883116883117,0.523585238671805,2.51240009403541,0.691398336135107,"Sphingomonas","dejea"
1.16666666666667,0.536402497611178,2.60338831999149,0.694886602372473,"Streptococcus","dejea"
1.16666666666667,0.536402497611178,2.60338831999149,0.694886602372473,"Subdoligranulum","dejea"
1,0.425597457697907,2.12868523682873,1,"Sutterella","dejea"
0.638888888888889,0.114659437804036,1.82471516407703,0.539314576119204,"Veillonella","dejea"
1,0.180096319312454,2.66047494474425,1,"Acinetobacter","geng"
0.6,0.200561213945577,1.61468199096453,0.317310507862914,"Actinomyces","geng"
1.8,0.622373283357944,4.26212849760593,0.248213078989924,"Aeromonas","geng"
1.66666666666667,0.619316995913636,4.98600891133125,0.317310507862914,"Alistipes","geng"
1,0.275420542084699,2.57439288754266,1,"Alloprevotella","geng"
1,0.180096319312454,2.66047494474425,1,"Anaerococcus","geng"
2.14285714285714,0.418828700134879,4.03070829525097,0.301699582478348,"Anaerostipes","geng"
1,0.332296195811102,2.59949492772877,1,"Anaerovorax","geng"
1,0.366595343658605,2.7278033321974,1,"Bacteroides","geng"
1.8,0.622373283357944,4.26212849760593,0.248213078989924,"Barnesiella","geng"
2.14285714285714,0.418828700134879,4.03070829525097,0.301699582478348,"Bilophila","geng"
0.6,0.200561213945577,1.61468199096453,0.317310507862914,"Blautia","geng"
0.314285714285714,0.055025665480657,1.19547301872406,0.105645429201878,"Bradyrhizobium","geng"
0.333333333333333,0.0915367659395381,0.980169046753217,0.0455002638963584,"Brevundimonas","geng"
1.44444444444444,0.409276097698579,3.38143892630149,0.521839390333615,"Butyricimonas","geng"
2.6,0.975646946917765,5.64662055082772,0.054663935891675,"Campylobacter","geng"
1.8,0.622373283357944,4.26212849760593,0.248213078989924,"Clostridium_IV","geng"
