"rr","ci_lb","ci_ub","pvalue","measure"
0.809415806951872,0.406843325495916,1.61033475907454,0.546871112806761,"Acinetobacter"
1.22622167418109,0.496862062903306,3.02623143623687,0.658155813323623,"Actinomyces"
0.975444171610886,0.30898607475956,3.07939874853602,0.966189250787703,"Aeromonas"
1.38405250264352,0.769611285537604,2.48905046751709,0.277734185457839,"Alistipes"
1.00652333309772,0.482686774211108,2.09885431753524,0.986164297361686,"Alloprevotella"
1.55277441860277,0.879417273523343,2.74171143512701,0.129268804239539,"Anaerococcus"
1.51432158792482,0.847159514281108,2.70689266070644,0.161433887775575,"Anaerostipes"
1.26570489369527,0.710967675851988,2.2532794841965,0.423290283511064,"Anaerovorax"
0.854919246746272,0.481123755697528,1.51912456993021,0.593060311083679,"Bacteroides"
1.19662927669359,0.675330559471211,2.12032700987415,0.538540169316288,"Barnesiella"
1.47903269972864,0.840127288752682,2.6038170121987,0.175005406910921,"Bilophila"
1.05415349713629,0.6049134212078,1.8370225499476,0.852361693671128,"Blautia"
0.564828945988543,0.229168411540422,1.39212789442517,0.214552029185726,"Bradyrhizobium"
0.658645866214474,0.336349882833822,1.28977115563839,0.223290010284518,"Brevundimonas"
1.25000085279647,0.696363614679657,2.24380208709023,0.454713776936561,"Butyricimonas"
2.04660765120354,1.328125406686,3.15377061298485,0.0011696797436068,"Campylobacter"
1.38231019192613,0.796873003900433,2.39784941559096,0.249313432944138,"Clostridium_IV"
1.26678405082338,0.589890315063141,2.72040715102895,0.544228731475161,"Clostridium_sensu_stricto"
1.28931183529701,0.729768032225143,2.2778813749464,0.381527343264943,"Clostridium_XI"
1.45979197259471,0.766248131431494,2.78107380082072,0.250004687103388,"Clostridium_XlVa"
1.27853175493588,0.711367139635604,2.29789001670329,0.411401155324313,"Clostridium_XlVb"
1.19210890793252,0.666050476845898,2.13365757968049,0.554079261781956,"Clostridium_XVIII"
1.1602807445036,0.62204675491288,2.16422864589074,0.640220541905388,"Coprococcus"
0.560951323150736,0.240972342017933,1.30581951567348,0.179914292645911,"Corynebacterium"
1.83042374711757,0.804042347238507,4.16700824965137,0.149773150281724,"Dialister"
0.928957746946961,0.418525181093276,2.06191296150577,0.856251738033507,"Dorea"
1.41569774704933,0.76184633638901,2.63071437804642,0.27152103518865,"Eggerthella"
1.27905125785137,0.657562882318382,2.48793258287813,0.468436524986724,"Eikenella"
0.595931928061435,0.283093842072429,1.25447752689781,0.172887786972528,"Enhydrobacter"
0.917477248244067,0.398568849760306,2.11196760999193,0.839551249684355,"Enterococcus"
1.65288169155917,0.98514447096758,2.77321546920745,0.0570043969580829,"Finegoldia"
1.38306454877924,0.705222826700294,2.71242999186533,0.345325252903556,"Flavonifractor"
1.98431681823991,1.05251561661943,3.74104970318316,0.0341606754578758,"Fusobacterium"
1.52846562635863,0.839313751833059,2.78347300500868,0.16537743846003,"Gemella"
0.831860896655515,0.214685674159346,3.22328238292649,0.789946145542923,"Haemophilus"
0.586821148447863,0.243508886984089,1.41415397413471,0.234920943298637,"Herbaspirillum"
1.43166729974238,0.73862574000669,2.7749794600078,0.287908300271319,"Lachnoanaerobaculum"
1.97130357181123,0.504633137239774,7.70071857248895,0.328954622836053,"Lactobacillus"
1.2058264453257,0.702120848789524,2.07089337790435,0.497578861823168,"Lactococcus"
1.63083401714748,0.942023192620332,2.82330585098163,0.0806946764791309,"Leptotrichia"
0.973739472585405,0.511796012934448,1.85262983006541,0.935371554714776,"Leuconostoc"
1.36159793831327,0.694372468886497,2.66996320950333,0.368993904376868,"Mobiluncus"
1.63314960343587,0.960414878432339,2.77710985856063,0.0701635282139723,"Mogibacterium"
1.08995007703507,0.616926565913587,1.92566058274618,0.766759400794056,"Odoribacter"
1.28079126964426,0.714672788498191,2.29535292625894,0.405745538544415,"Oscillibacter"
0.723248177357944,0.400993257054081,1.30448060372507,0.281623513959387,"Parabacteroides"
0.900341378166344,0.40557319211857,1.99868880140748,0.796395698037501,"Paraprevotella"
1.23982753271969,0.681528894393251,2.25547636136293,0.481357701399786,"Parasutterella"
0.946499870460769,0.420811587676316,2.12889100732497,0.894232755704764,"Parvimonas"
1.81408406455763,0.603962754021102,5.44884758434447,0.288522982146828,"Peptoniphilus"
1.35546380880964,0.617319891081449,2.97622377560862,0.448500555934806,"Peptostreptococcus"
1.60427905168754,0.867538790866445,2.96668149341543,0.131824306033085,"Porphyromonas"
1.28079126964426,0.714672788498191,2.29535292625894,0.405745538544415,"Prevotella"
0.917184623720652,0.497039453715945,1.69247657846966,0.782117399504111,"Propionibacterium"
1.13795475300233,0.517617363638211,2.5017341203138,0.747803557115999,"Pyramidobacter"
1.02775524351462,0.562447194169947,1.87800890736178,0.929074385390555,"Roseburia"
1.53413640543373,0.747710948299029,3.14770636411209,0.243170634305385,"Ruminococcus"
1.05550177617777,0.516224771251267,2.15813742686934,0.882325099275471,"Ruminococcus2"
1.03025712800849,0.552720438796084,1.92037361984345,0.92525133914993,"Sphingomonas"
1.19226819348189,0.662968388365777,2.14414966103074,0.557006151797124,"Streptococcus"
1.01502342697247,0.556315652622701,1.85195680266375,0.961235831726895,"Subdoligranulum"
1.29024560551752,0.61584945723497,2.70315042580627,0.499467377505981,"Sutterella"
1.73285264689659,0.794413192840902,3.77986962315956,0.167098814761018,"Veillonella"
