"otu","mda_median","iqr25","iqr75"
"Subdoligranulum",0.186133333333333,0.186133333333333,0.186133333333333
"Parabacteroides",0.179133333333333,0.179133333333333,0.179133333333333
"Streptococcus",0.177266666666667,0.177266666666667,0.177266666666667
"Propionibacterium",0.14,0.14,0.14
"Fusobacterium",0.0991333333333334,0.0991333333333334,0.0991333333333334
"Bacteroides",0.099,0.099,0.099
"Parvimonas",0.0963333333333333,0.0963333333333333,0.0963333333333333
"Barnesiella",0.0864666666666667,0.0864666666666667,0.0864666666666667
"Peptoniphilus",0.0707333333333333,0.0707333333333333,0.0707333333333333
"Alloprevotella",0.0685333333333333,0.0685333333333333,0.0685333333333333
"Alistipes",0.0671333333333334,0.0671333333333334,0.0671333333333334
"Dialister",0.0668666666666667,0.0668666666666667,0.0668666666666667
"Corynebacterium",0.0658666666666667,0.0658666666666667,0.0658666666666667
"Sphingomonas",0.0644666666666667,0.0644666666666667,0.0644666666666667
"Gemella",0.0632,0.0632,0.0632
"Lactobacillus",0.0602,0.0602,0.0602
"Porphyromonas",0.0596,0.0596,0.0596
"Dorea",0.0585333333333333,0.0585333333333333,0.0585333333333333
"Actinomyces",0.0530666666666667,0.0530666666666667,0.0530666666666667
"Sutterella",0.0485333333333333,0.0485333333333333,0.0485333333333333
"Anaerococcus",0.0481333333333333,0.0481333333333333,0.0481333333333333
"Oscillibacter",0.0449333333333333,0.0449333333333333,0.0449333333333333
"Finegoldia",0.043,0.043,0.043
"Clostridium_XI",0.0392666666666667,0.0392666666666667,0.0392666666666667
"Parasutterella",0.0383333333333333,0.0383333333333333,0.0383333333333333
"Campylobacter",0.0378666666666667,0.0378666666666667,0.0378666666666667
"Anaerostipes",0.0374666666666667,0.0374666666666667,0.0374666666666667
"Leuconostoc",0.0360666666666667,0.0360666666666667,0.0360666666666667
"Clostridium_XlVb",0.0353333333333333,0.0353333333333333,0.0353333333333333
"Clostridium_IV",0.0343333333333333,0.0343333333333333,0.0343333333333333
"Clostridium_XlVa",0.0332666666666667,0.0332666666666667,0.0332666666666667
"Ruminococcus",0.033,0.033,0.033
"Odoribacter",0.0314666666666667,0.0314666666666667,0.0314666666666667
"Haemophilus",0.0293333333333333,0.0293333333333333,0.0293333333333333
"Roseburia",0.0291333333333333,0.0291333333333333,0.0291333333333333
"Acinetobacter",0.0271333333333333,0.0271333333333333,0.0271333333333333
"Blautia",0.0268666666666667,0.0268666666666667,0.0268666666666667
"Coprococcus",0.0249333333333333,0.0249333333333333,0.0249333333333333
"Lactococcus",0.0232666666666667,0.0232666666666667,0.0232666666666667
"Prevotella",0.0216666666666667,0.0216666666666667,0.0216666666666667
"Ruminococcus2",0.0196666666666667,0.0196666666666667,0.0196666666666667
"Veillonella",0.0192,0.0192,0.0192
"Peptostreptococcus",0.0191333333333333,0.0191333333333333,0.0191333333333333
"Mogibacterium",0.0134666666666667,0.0134666666666667,0.0134666666666667
"Mobiluncus",0.0128666666666667,0.0128666666666667,0.0128666666666667
"Eggerthella",0.00866666666666667,0.00866666666666667,0.00866666666666667
"Aeromonas",0,0,0
"Anaerovorax",0,0,0
"Bilophila",0,0,0
"Bradyrhizobium",0,0,0
"Brevundimonas",0,0,0
"Butyricimonas",0,0,0
"Clostridium_sensu_stricto",0,0,0
"Clostridium_XVIII",0,0,0
"Eikenella",0,0,0
"Enhydrobacter",0,0,0
"Enterococcus",0,0,0
"Flavonifractor",0,0,0
"Herbaspirillum",0,0,0
"Lachnoanaerobaculum",0,0,0
"Leptotrichia",0,0,0
"Paraprevotella",0,0,0
"Pyramidobacter",0,0,0
